date_rptd,area_name,crm_cd,vict_age,vict_sex,vict_descent,lat,lon,weapons_used_cd,Year
2023-05-17T00:00:00.000,Southeast,820,3,M,B,33.9305,-118.2363,,2020
2022-04-21T00:00:00.000,Central,662,55,F,A,34.0592,-118.2414,,2020
2022-02-16T00:00:00.000,Central,668,0,X,X,34.0595,-118.2451,,2020
2023-12-11T00:00:00.000,Central,330,28,M,W,34.0415,-118.262,,2020
2023-11-21T00:00:00.000,77th Street,845,0,X,X,33.9891,-118.3167,,2020
2022-03-28T00:00:00.000,N Hollywood,236,33,F,B,34.1649,-118.3665,,2020
2023-08-18T00:00:00.000,77th Street,354,28,F,B,33.9953,-118.2872,,2020
2022-05-31T00:00:00.000,Hollywood,354,49,M,O,34.0994,-118.3727,,2020
2022-02-04T00:00:00.000,Wilshire,354,44,F,H,34.0683,-118.3451,,2020
2023-01-26T00:00:00.000,Southeast,354,23,F,O,33.9347,-118.2761,,2020
2023-05-25T00:00:00.000,Newton,354,31,M,J,33.993,-118.2446,,2020
2021-12-11T00:00:00.000,West LA,956,37,F,W,34.0425,-118.445,,2020
2022-01-29T00:00:00.000,West Valley,812,13,F,H,34.1902,-118.5335,,2020
2022-12-13T00:00:00.000,Van Nuys,626,20,F,H,34.1939,-118.4313,,2020
2022-08-11T00:00:00.000,Rampart,331,43,M,V,34.0484,-118.2724,,2020
2022-12-27T00:00:00.000,Hollywood,354,58,F,W,34.1,-118.3033,,2020
2023-10-30T00:00:00.000,Foothill,354,22,M,H,34.2558,-118.4275,,2020
2023-05-09T00:00:00.000,Hollywood,354,58,M,B,34.0889,-118.3266,,2020
2022-03-22T00:00:00.000,Foothill,354,43,F,H,34.2429,-118.3887,,2020
2022-01-18T00:00:00.000,Topanga,354,38,F,W,34.1818,-118.5676,,2020
2022-09-26T00:00:00.000,Hollenbeck,121,50,F,H,34.0464,-118.1933,,2020
2022-02-15T00:00:00.000,Wilshire,354,27,M,B,34.0499,-118.368,,2020
2022-02-15T00:00:00.000,Devonshire,745,62,M,C,34.296,-118.5502,,2020
2021-08-31T00:00:00.000,Foothill,813,16,F,H,34.2659,-118.4058,,2020
2023-01-25T00:00:00.000,Olympic,812,10,F,H,34.0587,-118.2891,,2020
2022-01-21T00:00:00.000,Devonshire,956,46,F,W,34.293,-118.5599,,2020
2022-07-19T00:00:00.000,Olympic,354,11,M,H,34.0473,-118.2865,,2020
2022-08-13T00:00:00.000,Hollywood,330,28,F,H,34.0926,-118.3245,,2020
2022-11-03T00:00:00.000,Harbor,626,18,F,H,33.7261,-118.2858,,2020
2022-05-24T00:00:00.000,Pacific,354,50,F,H,34.0242,-118.4183,,2020
2023-01-14T00:00:00.000,Southwest,354,29,F,B,34.0175,-118.346,,2020
2022-05-03T00:00:00.000,Topanga,352,19,M,H,34.2035,-118.6294,,2020
2022-05-24T00:00:00.000,Foothill,815,6,F,H,34.2838,-118.3933,,2020
2023-10-02T00:00:00.000,Rampart,812,17,F,H,34.0663,-118.2719,,2020
2020-04-21T00:00:00.000,77th Street,330,52,F,B,33.9818,-118.3168,,2020
2023-07-16T00:00:00.000,Devonshire,354,31,F,B,34.2468,-118.5233,,2020
2021-10-16T00:00:00.000,Olympic,354,89,F,K,34.0625,-118.3104,,2020
2023-06-23T00:00:00.000,77th Street,354,27,F,B,33.995,-118.3204,,2020
2023-04-04T00:00:00.000,Newton,354,32,M,O,34.0002,-118.2521,,2020
2022-12-23T00:00:00.000,Harbor,354,25,F,H,33.7431,-118.2821,,2020
2020-02-09T00:00:00.000,Foothill,648,55,M,B,34.2862,-118.4133,,2020
2023-01-16T00:00:00.000,Wilshire,354,32,F,B,34.0424,-118.3467,,2020
2022-11-29T00:00:00.000,Southwest,354,44,F,H,34.0309,-118.3015,,2020
2023-11-17T00:00:00.000,Devonshire,341,44,M,A,34.288,-118.5797,,2020
2023-05-17T00:00:00.000,West LA,354,70,M,W,34.0408,-118.4479,,2020
2022-05-10T00:00:00.000,Northeast,354,37,M,W,34.1212,-118.2672,,2020
2023-01-18T00:00:00.000,77th Street,626,21,F,B,33.9978,-118.2915,,2020
2022-05-16T00:00:00.000,Southwest,354,13,M,H,34.0055,-118.3113,,2020
2023-03-13T00:00:00.000,Harbor,845,0,M,O,33.7795,-118.2715,,2020
2021-03-16T00:00:00.000,Van Nuys,940,59,M,O,34.1848,-118.4675,,2020
2020-12-20T00:00:00.000,Rampart,354,35,F,H,34.0823,-118.2755,,2020
2022-03-23T00:00:00.000,N Hollywood,860,15,F,H,34.2057,-118.3878,,2020
2024-01-13T00:00:00.000,Van Nuys,354,33,F,W,34.1684,-118.4423,,2020
2022-04-12T00:00:00.000,Pacific,886,18,F,B,33.9876,-118.4489,,2020
2022-01-28T00:00:00.000,77th Street,121,8,F,H,33.9694,-118.2608,,2020
2022-11-02T00:00:00.000,N Hollywood,820,14,F,H,34.1325,-118.3974,,2020
2023-09-20T00:00:00.000,Wilshire,354,33,F,J,34.0537,-118.3327,,2020
2021-04-06T00:00:00.000,Pacific,510,0,,,33.9456,-118.3932,,2020
2023-06-09T00:00:00.000,Pacific,930,-2,M,W,34.0118,-118.4365,,2020
2022-12-19T00:00:00.000,Harbor,330,53,M,H,33.7911,-118.2849,,2020
2022-02-28T00:00:00.000,77th Street,354,32,F,H,33.9859,-118.3002,,2020
2022-03-14T00:00:00.000,Topanga,354,35,M,H,34.2299,-118.6033,,2020
2022-03-16T00:00:00.000,77th Street,354,36,M,B,33.9762,-118.309,,2020
2022-03-03T00:00:00.000,Rampart,354,54,F,F,34.0721,-118.2785,,2020
2020-03-02T00:00:00.000,Hollenbeck,310,27,M,W,34.0881,-118.1877,,2020
2022-05-17T00:00:00.000,77th Street,666,59,M,W,33.9806,-118.3352,,2020
2022-02-15T00:00:00.000,Mission,956,52,F,H,34.245,-118.4579,,2020
2022-09-28T00:00:00.000,Pacific,662,77,M,O,34.0306,-118.4209,,2020
2022-06-05T00:00:00.000,N Hollywood,354,58,M,H,34.17,-118.3594,,2020
2023-03-21T00:00:00.000,West Valley,668,61,M,W,34.1613,-118.4917,,2020
2022-07-14T00:00:00.000,77th Street,921,22,F,B,33.9824,-118.2827,,2020
2023-09-14T00:00:00.000,West Valley,354,31,F,H,34.2022,-118.4837,,2020
2021-01-19T00:00:00.000,Newton,930,18,F,H,33.9983,-118.2802,,2020
2020-06-25T00:00:00.000,Newton,510,0,,,34.0145,-118.2658,,2020
2022-05-03T00:00:00.000,Hollywood,956,46,M,W,34.0998,-118.3295,,2020
2023-04-09T00:00:00.000,Central,121,23,F,B,34.0401,-118.2633,,2020
2023-01-12T00:00:00.000,Olympic,310,54,F,H,34.0667,-118.2857,,2020
2023-08-28T00:00:00.000,Topanga,354,32,M,B,34.1829,-118.6077,,2020
2023-11-01T00:00:00.000,Wilshire,626,50,F,W,34.0443,-118.3354,,2020
2022-01-21T00:00:00.000,West Valley,930,56,F,W,34.1749,-118.5308,,2020
2023-06-12T00:00:00.000,Topanga,354,41,M,W,34.1732,-118.6019,,2020
2022-06-14T00:00:00.000,Northeast,354,37,M,O,34.1212,-118.2672,,2020
2023-12-23T00:00:00.000,West Valley,420,0,,,34.2084,-118.5347,,2020
2023-07-14T00:00:00.000,Mission,820,7,F,H,34.2231,-118.4553,,2020
2023-07-25T00:00:00.000,Hollywood,354,37,M,O,34.0911,-118.3932,,2020
2022-04-16T00:00:00.000,77th Street,440,42,F,B,33.9888,-118.3089,,2020
2023-03-20T00:00:00.000,Southwest,330,32,M,B,34.0198,-118.3522,,2020
2022-08-17T00:00:00.000,West LA,354,56,M,A,34.0405,-118.4633,,2020
2023-06-01T00:00:00.000,Northeast,845,0,X,X,34.118,-118.2489,,2020
2022-05-15T00:00:00.000,Southwest,354,60,M,W,34.028,-118.284,,2020
2023-05-17T00:00:00.000,Newton,354,29,M,H,34.001,-118.274,,2020
2022-02-11T00:00:00.000,Newton,354,26,F,S,33.9942,-118.274,,2020
2023-10-30T00:00:00.000,Olympic,354,29,M,O,34.069,-118.3104,,2020
2022-03-21T00:00:00.000,Devonshire,236,35,F,W,34.2282,-118.5885,,2020
2020-08-03T00:00:00.000,Topanga,510,0,,,34.2083,-118.619,,2020
2022-05-08T00:00:00.000,West Valley,354,48,F,W,34.2021,-118.5109,,2020
2022-02-04T00:00:00.000,N Hollywood,354,23,M,H,34.193,-118.3889,,2020
2022-02-08T00:00:00.000,Southwest,510,0,,,34.0037,-118.3294,,2020
2020-12-30T00:00:00.000,Southwest,331,42,F,H,34.0261,-118.3248,,2020
2022-11-13T00:00:00.000,Foothill,354,22,F,H,34.2554,-118.4169,,2020
2022-04-14T00:00:00.000,77th Street,354,47,M,B,33.9824,-118.309,,2020
2023-05-18T00:00:00.000,N Hollywood,354,30,F,H,34.1939,-118.39,,2020
2023-05-23T00:00:00.000,Newton,341,43,F,H,34.0057,-118.2669,,2020
2022-10-25T00:00:00.000,Mission,813,10,F,H,34.2369,-118.4675,,2020
2023-07-20T00:00:00.000,Southeast,354,51,F,B,33.9323,-118.2502,,2020
2023-03-27T00:00:00.000,Southeast,354,33,M,H,33.9573,-118.2629,,2020
2022-09-25T00:00:00.000,West LA,442,42,M,W,34.1061,-118.4637,,2020
2022-05-30T00:00:00.000,77th Street,740,52,F,B,33.9698,-118.2739,,2020
2022-03-07T00:00:00.000,Foothill,354,57,F,H,34.2105,-118.402,,2020
2021-02-16T00:00:00.000,West LA,310,41,M,W,34.0435,-118.4565,,2020
2023-09-26T00:00:00.000,77th Street,121,12,F,W,33.9689,-118.2739,,2020
2022-06-24T00:00:00.000,West Valley,932,26,F,H,34.1939,-118.5317,,2020
2023-06-25T00:00:00.000,Central,352,28,F,H,34.0582,-118.2387,,2020
2022-08-19T00:00:00.000,Topanga,420,0,,,34.1938,-118.5884,,2020
2022-01-11T00:00:00.000,Wilshire,341,32,F,W,34.0637,-118.3562,,2020
2022-09-23T00:00:00.000,Olympic,624,52,F,K,34.0569,-118.2842,,2020
2022-11-02T00:00:00.000,N Hollywood,354,41,M,W,34.1504,-118.3631,,2020
2022-04-25T00:00:00.000,Foothill,810,12,F,H,34.2758,-118.4052,,2020
2023-06-15T00:00:00.000,Foothill,354,20,M,W,34.2103,-118.3671,,2020
2022-06-08T00:00:00.000,Hollywood,624,14,M,H,34.0944,-118.318,,2020
2021-11-23T00:00:00.000,N Hollywood,354,32,M,O,34.1362,-118.342,,2020
2023-06-06T00:00:00.000,Northeast,845,0,X,X,34.118,-118.2489,,2020
2022-12-15T00:00:00.000,West LA,354,53,M,A,34.0496,-118.3791,,2020
2022-11-09T00:00:00.000,Southwest,354,24,F,H,34.0054,-118.2827,,2020
2023-11-08T00:00:00.000,Southwest,354,31,M,B,34.0161,-118.3547,,2020
2022-07-18T00:00:00.000,West Valley,354,83,F,O,34.1847,-118.5441,,2020
2022-11-18T00:00:00.000,77th Street,354,31,F,B,33.9883,-118.3024,,2020
2022-02-18T00:00:00.000,Wilshire,440,65,M,O,34.0504,-118.3296,,2020
2022-03-31T00:00:00.000,N Hollywood,354,91,F,W,34.163,-118.3774,,2020
2021-01-02T00:00:00.000,West LA,480,32,M,W,34.0364,-118.4346,,2020
2023-04-19T00:00:00.000,77th Street,354,47,M,B,33.9519,-118.3025,,2020
2023-06-21T00:00:00.000,Southwest,354,40,F,B,34.0146,-118.3301,,2020
2023-04-26T00:00:00.000,Rampart,510,0,,,34.0544,-118.2767,,2020
2022-02-28T00:00:00.000,West LA,341,82,F,W,34.0871,-118.4722,,2020
2022-07-10T00:00:00.000,Mission,354,31,M,H,34.2352,-118.4339,,2020
2023-07-18T00:00:00.000,Hollywood,354,25,M,B,34.1058,-118.3289,,2020
2023-03-05T00:00:00.000,77th Street,354,39,M,O,33.9811,-118.3226,,2020
2022-01-15T00:00:00.000,West Valley,354,54,F,H,34.1885,-118.5089,,2020
2022-04-04T00:00:00.000,Rampart,900,28,F,H,34.061,-118.2615,,2020
2021-02-02T00:00:00.000,Devonshire,649,0,M,W,34.25,-118.603,,2020
2020-05-02T00:00:00.000,Newton,331,30,M,W,34.023,-118.2765,,2020
2022-07-14T00:00:00.000,Van Nuys,354,33,F,B,34.1847,-118.4443,,2020
2023-04-07T00:00:00.000,Van Nuys,440,52,M,W,34.1837,-118.4443,,2020
2023-09-11T00:00:00.000,Central,420,0,,,34.055,-118.2321,,2020
2022-12-01T00:00:00.000,Hollywood,354,58,F,H,34.104,-118.3755,,2020
2022-09-21T00:00:00.000,Southwest,354,56,F,B,34.0103,-118.3341,,2020
2023-02-17T00:00:00.000,77th Street,354,52,M,O,33.9665,-118.263,,2020
2022-10-14T00:00:00.000,West LA,354,47,M,W,34.0495,-118.4609,,2020
2022-01-15T00:00:00.000,Rampart,930,49,M,B,34.0464,-118.2721,,2020
2021-03-16T00:00:00.000,Pacific,668,0,,,33.9472,-118.3909,,2020
2022-07-17T00:00:00.000,77th Street,956,36,M,B,33.9873,-118.3167,,2020
2023-11-29T00:00:00.000,Foothill,820,14,F,H,34.2121,-118.3856,,2020
2022-06-16T00:00:00.000,Wilshire,668,19,X,X,34.063,-118.3614,,2020
2022-12-05T00:00:00.000,Hollenbeck,354,75,M,H,34.0447,-118.2075,,2020
2022-12-05T00:00:00.000,Rampart,354,19,F,B,34.0605,-118.2814,,2020
2022-04-01T00:00:00.000,Mission,121,18,F,H,34.2215,-118.4507,,2020
2022-06-13T00:00:00.000,Central,354,23,M,B,34.0453,-118.2499,,2020
2022-08-08T00:00:00.000,77th Street,354,42,M,O,33.9409,-118.3102,,2020
2022-11-02T00:00:00.000,Mission,341,37,M,H,34.2271,-118.4503,,2020
2022-05-05T00:00:00.000,Southeast,354,21,M,H,33.9374,-118.2739,,2020
2023-11-20T00:00:00.000,Hollywood,946,34,F,W,34.1004,-118.3414,,2020
2022-12-08T00:00:00.000,Devonshire,956,30,F,W,34.2624,-118.5908,,2020
2022-03-31T00:00:00.000,Hollenbeck,649,56,F,H,34.0736,-118.217,,2020
2022-08-08T00:00:00.000,N Hollywood,354,59,M,H,34.2198,-118.4201,,2020
2021-12-14T00:00:00.000,N Hollywood,946,13,F,O,34.1667,-118.402,,2020
2022-08-24T00:00:00.000,Harbor,956,24,F,B,33.8234,-118.3038,,2020
2023-12-13T00:00:00.000,Hollywood,662,49,F,H,34.0885,-118.3092,,2020
2023-05-01T00:00:00.000,Newton,815,39,F,H,33.9797,-118.2766,,2020
2021-12-05T00:00:00.000,Devonshire,354,72,F,W,34.2449,-118.5361,,2020
2022-05-24T00:00:00.000,Devonshire,354,40,F,W,34.2231,-118.5098,,2020
2020-08-03T00:00:00.000,Pacific,440,31,F,W,33.9793,-118.4139,,2020
2021-01-02T00:00:00.000,Southeast,745,30,M,B,33.9491,-118.2893,,2020
2021-02-05T00:00:00.000,Van Nuys,420,0,,,34.1975,-118.4662,,2020
2022-08-06T00:00:00.000,N Hollywood,510,0,,,34.201,-118.399,,2020
2023-11-02T00:00:00.000,Devonshire,354,33,M,B,34.2822,-118.4912,,2020
2022-01-16T00:00:00.000,Wilshire,354,36,F,W,34.0871,-118.3511,,2020
2022-01-26T00:00:00.000,Newton,810,16,F,H,34.0057,-118.2581,,2020
2022-12-13T00:00:00.000,Van Nuys,627,5,M,H,34.1939,-118.4313,,2020
2023-01-20T00:00:00.000,Rampart,354,32,M,W,34.0888,-118.2881,,2020
2023-11-30T00:00:00.000,Newton,354,42,M,B,33.9992,-118.274,,2020
2022-05-15T00:00:00.000,Olympic,354,36,M,W,34.069,-118.3029,,2020
2020-07-06T00:00:00.000,Central,510,0,,,34.0423,-118.2453,,2020
2022-07-14T00:00:00.000,West LA,310,68,M,W,34.0354,-118.4459,,2020
2022-02-13T00:00:00.000,77th Street,761,23,F,B,33.9688,-118.2894,,2020
2022-03-06T00:00:00.000,Northeast,745,54,M,H,34.091,-118.2277,,2020
2022-11-07T00:00:00.000,Northeast,812,7,M,H,34.1085,-118.2011,,2020
2022-08-08T00:00:00.000,Rampart,420,0,,,34.079,-118.2758,,2020
2023-08-13T00:00:00.000,West Valley,354,28,F,O,34.1731,-118.5239,,2020
2022-12-16T00:00:00.000,Olympic,649,75,F,O,34.056,-118.2929,,2020
2022-05-31T00:00:00.000,Pacific,121,16,F,W,33.9645,-118.3825,,2020
2023-01-13T00:00:00.000,Hollywood,354,49,F,W,34.0889,-118.3244,,2020
2022-02-02T00:00:00.000,Harbor,354,49,F,B,33.7279,-118.2924,,2020
2022-12-13T00:00:00.000,77th Street,354,37,M,O,33.9939,-118.3126,,2020
2022-03-16T00:00:00.000,Wilshire,668,0,,,34.0431,-118.3692,,2020
2022-12-15T00:00:00.000,West LA,354,29,F,O,34.0424,-118.4305,,2020
2023-03-09T00:00:00.000,Southeast,354,34,M,B,33.9465,-118.2766,,2020
2023-09-20T00:00:00.000,Newton,510,0,,,33.993,-118.2446,,2020
2022-10-05T00:00:00.000,Southeast,354,28,F,B,33.9406,-118.2336,,2020
2022-04-14T00:00:00.000,Central,354,39,M,B,34.0446,-118.2507,,2020
2022-10-19T00:00:00.000,77th Street,956,0,X,X,33.9611,-118.2917,,2020
2022-05-26T00:00:00.000,Southeast,121,13,F,H,33.9492,-118.2827,,2020
2021-03-20T00:00:00.000,Central,341,0,M,X,34.0455,-118.2432,,2020
2022-02-25T00:00:00.000,West Valley,354,70,F,W,34.1938,-118.5415,,2020
2022-08-19T00:00:00.000,77th Street,662,54,M,B,33.9785,-118.2919,,2020
2022-04-06T00:00:00.000,77th Street,354,40,M,B,33.9951,-118.3089,,2020
2022-12-20T00:00:00.000,Van Nuys,354,41,F,O,34.1887,-118.4313,,2020
2023-10-20T00:00:00.000,Harbor,354,22,F,H,33.7324,-118.2858,,2020
2022-09-22T00:00:00.000,Van Nuys,354,59,M,O,34.1686,-118.4443,,2020
2023-09-16T00:00:00.000,Southwest,354,23,M,B,34.0171,-118.3531,,2020
2022-03-27T00:00:00.000,Wilshire,354,53,M,B,34.055,-118.3733,,2020
2022-08-30T00:00:00.000,N Hollywood,903,30,F,W,34.1576,-118.3921,,2020
2020-07-20T00:00:00.000,Van Nuys,510,0,,,34.1812,-118.4356,,2020
2022-04-18T00:00:00.000,Mission,745,31,F,H,34.2345,-118.4643,,2020
2021-01-30T00:00:00.000,West Valley,310,48,M,H,34.1718,-118.5338,,2020
2022-10-11T00:00:00.000,Mission,812,9,F,H,34.3082,-118.4441,,2020
2023-08-05T00:00:00.000,Devonshire,626,22,M,H,34.2649,-118.5791,,2020
2022-02-26T00:00:00.000,Olympic,236,21,M,H,34.0727,-118.2942,,2020
2022-10-31T00:00:00.000,Southwest,352,34,F,H,34.0181,-118.2846,,2020
2022-11-21T00:00:00.000,West LA,354,55,F,W,34.0743,-118.4776,,2020
2023-05-24T00:00:00.000,N Hollywood,354,33,M,W,34.1958,-118.4203,,2020
2021-01-22T00:00:00.000,N Hollywood,510,0,,,34.1681,-118.379,,2020
2021-04-23T00:00:00.000,Hollywood,310,53,M,W,34.0944,-118.319,,2020
2023-04-17T00:00:00.000,West Valley,354,62,M,W,34.2035,-118.5579,,2020
2023-01-14T00:00:00.000,Olympic,310,48,F,W,34.0418,-118.2852,,2020
2023-03-24T00:00:00.000,Harbor,956,13,F,H,33.7915,-118.3043,,2020
2022-01-08T00:00:00.000,Southeast,354,34,F,B,33.9315,-118.2349,,2020
2023-12-16T00:00:00.000,Wilshire,354,60,M,O,34.0557,-118.3406,,2020
2023-10-19T00:00:00.000,Harbor,354,36,M,H,33.7225,-118.3013,,2020
2022-03-11T00:00:00.000,N Hollywood,236,16,F,W,34.1622,-118.3943,,2020
2023-09-20T00:00:00.000,N Hollywood,354,25,F,W,34.1797,-118.4014,,2020
2022-04-25T00:00:00.000,Mission,354,19,M,B,34.2336,-118.4517,,2020
2023-10-26T00:00:00.000,Pacific,354,33,M,H,33.9599,-118.4237,,2020
2022-03-31T00:00:00.000,N Hollywood,354,33,M,W,34.1899,-118.4189,,2020
2022-05-24T00:00:00.000,77th Street,354,31,M,B,33.9872,-118.3277,,2020
2022-01-22T00:00:00.000,Topanga,812,16,M,O,34.2132,-118.5754,,2020
2022-12-30T00:00:00.000,N Hollywood,354,40,M,W,34.145,-118.3768,,2020
2022-02-19T00:00:00.000,Harbor,330,33,M,H,33.8696,-118.2863,,2020
2023-04-14T00:00:00.000,77th Street,354,27,F,B,33.9814,-118.3068,,2020
2022-05-27T00:00:00.000,Topanga,956,34,M,W,34.1938,-118.5906,,2020
2021-02-26T00:00:00.000,West LA,668,0,X,X,34.0571,-118.3967,,2020
2022-10-30T00:00:00.000,77th Street,627,10,F,B,33.9636,-118.2871,,2020
2022-10-30T00:00:00.000,Pacific,624,23,F,H,33.9949,-118.4089,,2020
2023-06-19T00:00:00.000,Southeast,354,76,M,H,33.9472,-118.2739,,2020
2021-04-30T00:00:00.000,Pacific,354,30,F,B,0,0,,2020
2021-03-21T00:00:00.000,Northeast,354,50,F,F,34.1312,-118.1997,,2020
2022-02-10T00:00:00.000,Central,121,31,F,W,34.0535,-118.2491,,2020
2022-08-13T00:00:00.000,77th Street,354,56,M,H,33.9738,-118.2739,,2020
2022-09-15T00:00:00.000,Foothill,341,74,M,W,34.2312,-118.3903,,2020
2023-03-08T00:00:00.000,Central,354,43,M,B,34.0435,-118.2471,,2020
2023-01-30T00:00:00.000,77th Street,354,20,F,O,33.979,-118.3112,,2020
2022-11-12T00:00:00.000,Rampart,354,44,F,O,34.0554,-118.2789,,2020
2022-03-24T00:00:00.000,77th Street,354,46,M,H,33.9781,-118.3338,,2020
2022-01-03T00:00:00.000,Devonshire,354,42,F,W,34.2377,-118.5156,,2020
2022-08-24T00:00:00.000,Mission,354,41,M,H,34.3129,-118.4438,,2020
2022-02-25T00:00:00.000,Southeast,354,24,F,H,33.9292,-118.2604,,2020
2021-05-15T00:00:00.000,Olympic,900,43,M,H,34.0499,-118.2879,,2020
2023-03-26T00:00:00.000,Rampart,354,31,M,B,34.0531,-118.2738,,2020
2023-02-13T00:00:00.000,N Hollywood,626,34,F,O,34.1613,-118.4008,,2020
2022-01-15T00:00:00.000,Pacific,886,56,M,W,33.988,-118.4703,,2020
2024-01-01T00:00:00.000,Southeast,354,30,F,B,33.9518,-118.2554,,2020
2024-01-04T00:00:00.000,Van Nuys,901,30,F,O,34.1917,-118.4389,,2020
2023-02-06T00:00:00.000,Southeast,813,11,F,H,33.9446,-118.2391,,2020
2022-05-09T00:00:00.000,Harbor,956,35,F,H,33.7978,-118.2999,,2020
2022-02-25T00:00:00.000,Topanga,354,-1,M,W,34.1904,-118.6059,,2020
2022-11-02T00:00:00.000,Pacific,354,22,F,B,33.975,-118.3713,,2020
2021-09-22T00:00:00.000,Central,845,0,M,O,34.0448,-118.2474,,2020
2022-03-08T00:00:00.000,Rampart,930,37,F,W,34.0682,-118.2663,,2020
2023-08-17T00:00:00.000,Foothill,354,65,M,H,34.2537,-118.421,,2020
2023-07-12T00:00:00.000,N Hollywood,354,25,M,B,34.1667,-118.3702,,2020
2022-03-08T00:00:00.000,Devonshire,354,52,F,V,34.2572,-118.5929,,2020
2023-03-02T00:00:00.000,77th Street,420,0,,,33.9708,-118.2827,,2020
2021-05-12T00:00:00.000,West LA,956,13,F,W,34.0755,-118.5479,,2020
2023-05-01T00:00:00.000,Devonshire,236,23,F,F,34.2589,-118.5006,,2020
2023-08-11T00:00:00.000,Topanga,354,45,F,W,34.1956,-118.6015,,2020
2022-08-26T00:00:00.000,Foothill,815,13,F,W,34.2808,-118.396,,2020
2022-10-20T00:00:00.000,Hollenbeck,510,0,,,34.0577,-118.2134,,2020
2022-12-08T00:00:00.000,Central,354,31,M,H,34.0438,-118.2416,,2020
2022-02-20T00:00:00.000,N Hollywood,510,0,,,34.1812,-118.3817,,2020
2022-01-18T00:00:00.000,Pacific,310,-1,X,X,33.9598,-118.3962,,2020
2022-05-05T00:00:00.000,N Hollywood,626,33,F,W,34.145,-118.3725,,2020
2022-12-20T00:00:00.000,Pacific,354,44,M,W,33.9752,-118.3772,,2020
2021-02-15T00:00:00.000,N Hollywood,354,28,F,H,34.1797,-118.4014,,2020
2023-02-22T00:00:00.000,West Valley,121,30,F,W,34.1794,-118.5557,,2020
2022-01-13T00:00:00.000,Rampart,420,0,,,34.061,-118.2615,,2020
2022-03-23T00:00:00.000,Olympic,626,35,M,A,34.0737,-118.3029,,2020
2022-07-29T00:00:00.000,Central,440,48,F,B,34.0453,-118.2443,,2020
2023-10-12T00:00:00.000,Mission,627,4,F,W,34.2683,-118.4703,,2020
2023-02-27T00:00:00.000,West Valley,740,50,M,O,34.1568,-118.4864,,2020
2022-07-12T00:00:00.000,77th Street,310,38,M,W,33.9994,-118.3108,,2020
2023-10-12T00:00:00.000,Devonshire,341,37,M,O,34.2243,-118.507,,2020
2022-11-25T00:00:00.000,N Hollywood,354,25,F,W,34.1558,-118.3943,,2020
2023-02-15T00:00:00.000,Rampart,354,46,M,W,34.0721,-118.2723,,2020
2023-09-07T00:00:00.000,West Valley,354,69,M,W,34.1774,-118.5308,,2020
2022-11-11T00:00:00.000,Harbor,354,26,M,O,33.7424,-118.2836,,2020
2023-07-08T00:00:00.000,Hollywood,354,45,M,W,34.113,-118.3473,,2020
2022-04-07T00:00:00.000,Rampart,813,10,F,H,34.0605,-118.2695,,2020
2023-03-21T00:00:00.000,West Valley,121,16,F,H,34.1822,-118.4836,,2020
2021-05-28T00:00:00.000,Wilshire,510,0,,,34.0575,-118.3599,,2020
2021-02-10T00:00:00.000,N Hollywood,310,52,M,W,34.1649,-118.3921,,2020
2023-01-17T00:00:00.000,Southeast,354,33,M,B,33.9423,-118.287,,2020
2022-04-13T00:00:00.000,Central,354,52,M,W,34.051,-118.248,,2020
2023-09-28T00:00:00.000,Devonshire,662,65,F,W,34.2485,-118.4965,,2020
2022-04-24T00:00:00.000,Southeast,845,-1,X,X,33.9334,-118.2886,,2020
2022-04-05T00:00:00.000,Topanga,354,61,M,O,34.2224,-118.606,,2020
2023-02-16T00:00:00.000,77th Street,354,16,F,B,33.9736,-118.2858,,2020
2023-07-11T00:00:00.000,Rampart,354,35,F,W,34.0648,-118.2708,,2020
2022-07-13T00:00:00.000,Mission,810,14,F,O,34.306,-118.4413,,2020
2021-02-03T00:00:00.000,Foothill,354,36,F,H,34.2471,-118.401,,2020
2023-01-27T00:00:00.000,Olympic,812,3,M,H,34.0509,-118.2968,,2020
2022-06-29T00:00:00.000,Harbor,439,40,F,H,33.7206,-118.2916,,2020
2022-10-28T00:00:00.000,Topanga,956,21,F,B,34.2086,-118.6121,,2020
2021-12-28T00:00:00.000,Foothill,354,32,M,H,34.2677,-118.4269,,2020
2022-03-11T00:00:00.000,Olympic,442,-1,X,X,34.0617,-118.3066,,2020
2022-05-24T00:00:00.000,Pacific,354,31,F,H,34.0265,-118.4184,,2020
2023-10-18T00:00:00.000,Olympic,354,56,F,H,34.0672,-118.3028,,2020
2022-10-20T00:00:00.000,Topanga,354,38,M,W,34.1683,-118.6007,,2020
2023-01-23T00:00:00.000,Hollywood,121,62,F,B,34.095,-118.307,,2020
2022-12-26T00:00:00.000,Devonshire,815,8,F,W,34.2272,-118.5471,,2020
2022-11-09T00:00:00.000,Devonshire,860,11,F,H,34.2248,-118.5151,,2020
2022-10-30T00:00:00.000,Pacific,624,22,M,H,33.9943,-118.408,,2020
2022-07-07T00:00:00.000,Topanga,901,26,F,H,34.1947,-118.5737,,2020
2023-02-28T00:00:00.000,Southwest,354,23,M,B,34.0092,-118.29,,2020
2022-03-10T00:00:00.000,Wilshire,121,22,F,H,34.0627,-118.3593,,2020
2023-05-20T00:00:00.000,Northeast,354,27,M,H,34.0875,-118.2319,,2020
2020-02-08T00:00:00.000,Van Nuys,510,0,,,34.1803,-118.4204,,2020
